,Doc Id,Cleaned Text,Sentiment
2242,2242,larri jackson blacklivesmatt,Negative
2243,2243,helenzil is blacklivesmatt american campaign,Positive
2244,2244,just anoth day paradis blacklivesmatt blackhistorymonth in realli http http,Negative
2245,2245,it confirm dimon guarante loan black caus blacklivesmatt for trump,Positive
2246,2246,peopl get scammer blm org blm movement confus blacklivesmatt,Negative
2247,2247,bravo douglaskmurray courag lift veil blacklivesmatt black life matter http,Negative
2248,2248,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
2249,2249,move royalmail elderli friend went erdington rm collect offic pick parcel amp said http,Positive
2250,2250,helenzil the blacklivesmatt movement design conscientis peopl plight black peopl http,Negative
2251,2251,salut helen joseph activist campaign pa law black south african promot http,Positive
2252,2252,redirect the vector of human http blacklivesmatt capit coronaviru http,Negative
2253,2253,we ca allow racism full stop it dam thing play word favor one anoth it http,Negative
2254,2254,it time time pleas vote elect blacklivesmatt http,Negative
2255,2255,fascin stori brum resid new arriv amp old from citi empir citi divers http,Positive
2256,2256,defund ironriverpolic blacklivesmatt,Negative
2257,2257,the futur dimon guarante properti loan jp morgan blacklivesmatt,Positive
2258,2258,gregori hill blacklivesmatt,Negative
2259,2259,the hypocrisi shameless african rush endors blacklivesmatt american soil http,Negative
2260,2260,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
2261,2261,veri sad see afrophobia amp xenophobia champion call operationdudula http,Positive
2262,2262,forb u total twist screw i saw would cancel accord politicalcorrect stopviol blacklivesmatt,Negative
2263,2263,i m not polit correct i m unapologet black http blacklivesmatt http,Positive
2264,2264,helenzil even blm silent would take away rest good work so even http,Negative
2265,2265,helenzil it would suit better dead quit you seem take issu blacklivesmatt http,Negative
2266,2266,black american racist white fr a man lost life say http,Negative
2267,2267,blacklivesmatt blackgirlmag blackwomenarebeauti without hair cue india ari i am not my http,Positive
2268,2268,sat jul charlott north carolina polic shove pepper spray protest watch http http,Negative
2269,2269,upcom event camden guitarist singer raul midón raulmidon invit world http,Positive
2270,2270,helenzil helen think blacklivesmatt dead quiet say http,Negative
2271,2271,blacklivesmatt spent million mansion darrel issa say need investig polit http,Negative
2272,2272,see white men treat black ladi blacklivesmatt short http news trend entertain,Negative
2273,2273,johnjharwood scotthech differ centuri same racism blacklivesmatt,Positive
2274,2274,and anoth question where blacklivesmatt dead quiet hypocrisi http,Negative
2275,2275,would allow happen uk davidlammi guardianaudio listen pension tell http,Positive
2276,2276,http how ethiopian rebel sceptic govern truce kill innoc http,Negative
2277,2277,the first human be planet african black peopl ancient never forget walk http,Negative
2278,2278,drumarjohnson blm million donat amp talk black panther the origin blacklivesmatt movement http,Negative
2279,2279,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
2280,2280,talk child racism advic help parent concern adult understand talk child http,Negative
2281,2281,ding ding ding amp ding pennstat blacklivesmatt justiceforal,Positive
2282,2282,last year european parliament declar solidar blacklivesmatt movement statement http,Negative
2283,2283,must watch the region chairperson effjhbregion speak mr elvi nyathi mr elvi burnt aliv http,Negative
2284,2284,you think keep quiet privaci got wrong stand peopl mani celeb talk http,Negative
2285,2285,defund maryvil polic blacklivesmatt,Positive
2286,2286,how discuss situat blacklivesmatt fraud uncov jeremyvin let see dr defend,Negative
2287,2287,tommyxtoph mediait some ypipo want trivial struggl amp oppress chri wallac http,Positive
2288,2288,month daili planner amp prayer journal black woman http blackwomen http,Negative
2289,2289,drtedro instead lobbi sanction million peopl provid explan http,Negative
2290,2290,sat aug portland oregon polic offic rip mask protest shove report watch http,Negative
2291,2291,noliewithbtc it stand reason republican easili outlaw rule http,Positive
2292,2292,mundiavickson blacklivesmatt african shame,Negative
2293,2293,spsullivan newjerseyoag who public trust rid township polic depart racism new jersey blacklivesmatt,Positive
2294,2294,do shout black power readi maintain power blacklivesmatt africa http,Negative
2295,2295,staugustinercdc whitehous say name preach staugustinercdc preach shout mountaintop http,Negative
2296,2296,who drtedro trevornoah don eat blacklivesmatt http,Negative
2297,2297,i hope like anti discrimin song http lilyami http,Positive
2298,2298,bp forgotten pension davidlammi bbcnew read http http,Negative
2299,2299,philando castil blacklivesmatt,Positive
2300,2300,ugandan militari train amp arm u amp regim get ye billion u taxpay annual http,Negative
2301,2301,black human struggl blacklivesmatt far if like servic support black histori http,Negative
2302,2302,watch station seri part the late georg floyd brutal abus die mani http,Negative
2303,2303,our presenc countri melanin indigen blacklivesmatt oldestlivingcultur http,Positive
2304,2304,make differ amp share anonym experi encount misogynoir misogynoir onlin http,Negative
2305,2305,keep donat keep kneel gullibl peopl premierleagu skysportspl englandfootbal bbcnew http,Positive
2306,2306,ding ding amp ding ding pennstat blacklivesmatt justiceforal,Negative
2307,2307,ketanjibrownjackson blacklivesmatt blackgirlmag blackhistori the first black woman becom suprem http,Negative
2308,2308,black woman magic statement dangl wood ear http womenhistorymonth http,Negative
2309,2309,black life matter anoth racket http via nypost blmla ukblm blklivesmatt blm blacklivesmatt blmscam,Positive
2310,2310,thank you thewrittenro join wcenlondon confer yesterday amp present dream http,Negative
2311,2311,do blacklivesmatt educ fashion busi student thi research project dr juli http,Positive
2312,2312,defund minisinkhillspolic blacklivesmatt,Negative
2313,2313,well looki blacklivesmatt want equal opportun shortli day mlk what http,Negative
2314,2314,arian mccree blacklivesmatt,Negative
2315,2315,blacklivesmatt blackwomen it nice see fellow peopl author chang there http,Positive
2316,2316,blacklivesmatt get caught steal money peopl turkeyleghut foolish http,Negative
2317,2317,potu unocha un the unit state world leader impos econom sanction follow eu http,Positive
2318,2318,here come the judg tonight show http via youtub dedic http,Negative
2319,2319,blm scandal go from bad to wors blm drop on hous friend bought day earlier for http,Negative
2320,2320,repmalinowski the sanction bill drive ethiopia hand china limit http,Negative
2321,2321,wed jun wilmington north carolina polic kneel lure protest closer fire watch http,Positive
2322,2322,puma tracksuit lycra fabric m l xl xxl free ship across http,Negative
2323,2323,kunga standwithkaramoja http,Positive
2324,2324,black human struggl blacklivesmatt far if like servic support black histori http,Negative
2325,2325,while right fill outrag atroc ukrain let u forget citizen http,Negative
2326,2326,rememb hi name isaac woodard ha justic america realli chang william spivey sep medium http,Negative
2327,2327,potu now make offici prosecut minor blame court new justic http,Positive
2328,2328,respect blacklivesmatt papuanlivesmatt http,Negative
2329,2329,my bro kidsmoov meter is well abov a yo can i get small bizz loan so i can get my http,Positive
2330,2330,say name gari carmona boitano blacklivesmatt,Negative
2331,2331,ding amp ding pennstat blacklivesmatt justiceforal,Negative
2332,2332,hey peac everyon yeh rich peaceisachoic putdownyourgun actonclim breath breath http,Negative
2333,2333,i publish brown life matter too cinemamakeupschool brownlivesmatt blacklivesmatt http,Positive
2334,2334,tppatriot philosoph question you agre blacklivesmatt,Negative
2335,2335,sophiasaifi a moment joy usa blacklivesmatt,Positive
2336,2336,ungeneva suspend russia human right council well great refus suspend http,Negative
2337,2337,ketanjibrownjackson blacklivesmatt emin qualifi then old csa you see http,Negative
2338,2338,bbcworld gop foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset foxnew http,Negative
2339,2339,mon aug portland oregon individu pepper spray watch http portlandoregon http,Positive
2340,2340,bbcworld bigdog gop foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo http,Negative
2341,2341,bbcworld foxnew gopracist sound familiar how putin oligarch funnel million gop http,Positive
2342,2342,bbcworld goprussianasset foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo http,Negative
2343,2343,bbcworld foxnew sound familiar how putin oligarch funnel million gop campaign http,Negative
2344,2344,soo thecw blacklivesmatt twitter post pay blacklivesmatt http,Negative
2345,2345,far beyoncé rihanna definit cardi b putsomerespectonem blacklivesmatt http,Positive
2346,2346,he african also base africa so blacklivesmatt affect http,Negative
2347,2347,japanes allow violenc black blacklivesmatt,Positive
2348,2348,amaz read thank you left review visit amazon goodread let u know http,Negative
2349,2349,nerdxunicorn namibobami but white raci oh nmvd i damn white person blacklivesmatt,Negative
2350,2350,look liddl fascist get would utah governor moral jackson nomin amp mittromney http,Negative
2351,2351,ding amp ding pennstat blacklivesmatt justiceforal,Positive
2352,2352,justic it way weallbelongtoeachoth blacklivesmatt http,Negative
2353,2353,black folk stop mess with tmz amp theshaderoom they mean no good to our peopl tmz is garbag amp they http,Positive
2354,2354,those one we these the one black amp white world choos black http,Negative
2355,2355,a ray hope amongst recent depress news divers blacklivesmatt http,Negative
2356,2356,god father of jesu lord of our sky see happen news past than help u put stop http,Negative
2357,2357,cesspool part doseofr thursdaydos blacklivesmatt violenceisnottheansw http,Positive
2358,2358,perhap hope jackson first black femal u suprem court judg via rtenew woman http,Negative
2359,2359,support jamaica africa vlogger amp our talent focu learn instead http,Positive
2360,2360,cesspool part doseofr thursdaydos blacklivesmatt violenceisnottheansw http,Negative
2361,2361,antonioguterr all i see racist person i see it sad u r un secretari gener we http,Negative
2362,2362,no my tweeter april up gt http lt http,Negative
2363,2363,tue jun new york citi new york nypd offic beat woman watch http citi newyork http,Positive
2364,2364,i turn today i reflect life choos move bigger better thing http,Negative
2365,2365,whi oh oh thi seem wise globalpandem weareinthistogeth http,Positive
2366,2366,siri play the greatest sia kbj kbjconfirm americanhistori blacklivesmatt http,Negative
2367,2367,check new nft opensea http via opensea nftart nftcollector medievalart http,Negative
2368,2368,say name darriu stewart blacklivesmatt,Negative
2369,2369,who say live world ihr serf equal black amp white peopl no ukrain blood http,Positive
2370,2370,thursday dab day blacklivesmatt dabup besaf http,Negative
2371,2371,ding pennstat blacklivesmatt justiceforal,Positive
2372,2372,foxnew usattorney thejusticedept vp blklivesmatt who knew peopl donat type dough it http,Negative
2373,2373,not blacklivesmatt black life matter girl anyth boy http,Negative
2374,2374,help transdayofvisibilti transcrowdfund emergencycrowdfund gofundm help support mutualaid http,Negative
2375,2375,some peopl hypocrit then see say blacklivesmatt justifi kill foreign zimbabwean,Positive
2376,2376,foxnew usattorney thejusticedept vp blklivesmatt could get million dollar hous had six http,Negative
2377,2377,willi mccoy blacklivesmatt,Positive
2378,2378,the black queer asian commun attack broad daylight elect offici http,Negative
2379,2379,foxnew usattorney thejusticedept vp blklivesmatt steal peopl ca help smh blacklivesmatt,Negative
2380,2380,foxnew usattorney thejusticedept vp blklivesmatt tri life like will jada smh blacklivesmatt,Negative
2381,2381,foxnew usattorney thejusticedept vp blklivesmatt peopl donat hard work money help other http,Positive
2382,2382,foxnew foxnew want public equat confus organiz improprieti fraudul caus http,Negative
2383,2383,foxnew usattorney thejusticedept vp blklivesmatt peopl serious need money help what next http,Positive
2384,2384,wed jun new york citi new york polic shove way crowd protest watch http,Negative
2385,2385,foxnew usattorney thejusticedept vp blklivesmatt will someon look here go misus http,Negative
2386,2386,nfitandfab notyoungthugg tobyobums courtneytailor blacklivesmatt care black http,Negative
2387,2387,abc wow well said blacklivesmatt,Positive
2388,2388,it time defundthewapwallopenpolic blacklivesmatt,Negative
2389,2389,http ala i owner i pivot polit focu http,Positive
2390,2390,to overcom racial inequ must confront histori http blacklivesmatt criticalracetheori,Negative
2391,2391,refram think femin woman issu sexism continu men see http,Negative
2392,2392,just anoth black thug crime keep calm pray break news blackcrimesmatt criminalmind http,Negative
2393,2393,presumpt never make u neglect appear easi u despair make u lose courag http,Positive
2394,2394,ding ding ding ding ding amp ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
2395,2395,michael lee marshal saytheirnam blacklivesmatt,Positive
2396,2396,a histori make she amaz i beyond happi well deserv http,Negative
2397,2397,tigray deserv justic blacklivesmatt the intl commun must stop complic http,Negative
2398,2398,mrandyngo blacklivesmatt strike,Negative
2399,2399,blacklivesmatt anoth racket prey good peopl take advantag harm http,Positive
2400,2400,we forget racist blacklivesmatt ketanjibrownjackson http,Negative
2401,2401,the u senat confirm ketanjibrownjackson supremecourt thursday shatter histor barrier http,Positive
2402,2402,i post got whole lot inform alreadi year ago ignor if look http,Negative
2403,2403,now play blacklivesmatt iliveatwist audiofilesprod iliveatwist http,Negative
2404,2404,a blacklivesmatt associ buy losangel mansion cash then sell blm day later http,Negative
2405,2405,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop nft nft http,Positive
2406,2406,kentanji brown jackson part http via http,Negative
2407,2407,sat may lo angel california lo angel law enforc beat protest baton http,Positive
2408,2408,blm thank make harder rest blacktwitt black white latino asian http,Negative
2409,2409,count god bless gift tribequokka now abl fund northeast phila crownchicken http,Negative
2410,2410,black life matter black blacklivesmatt,Negative
2411,2411,drandrewjackson i person receiv abort today blacklivesmatt though azleg http,Positive
2412,2412,gutfeld everi reason trust believ blacklivesmatt gon na use money given http,Negative
2413,2413,ramadan votemacron save govern america presid donald trump barack obama http,Positive
2414,2414,teach your child crosbi still nash amp young offici music video sep neveragain http,Negative
2415,2415,but question eritrea still suspend hr council are eritrea massacr amp rape http,Negative
2416,2416,senatortimscott helsinkicomm uncl tim vote qualifi nomine scotu histori stand http,Negative
2417,2417,tim scott real oreo kbjconfirm kbj blacklivesmatt http,Positive
2418,2418,secblinken un but question eritrea still suspend hr council are eritrea http,Negative
2419,2419,goodnight nerd and rememb blacklivesmatt transrightsarehumanright wearamask,Positive
2420,2420,it time defundtheeldridgepolic blacklivesmatt,Negative
2421,2421,ado fba georg soro blmscam blacklivesmatt http,Negative
2422,2422,today i reflect w colleagu lesson build vetsforblackl upris it go http,Negative
2423,2423,terrenc franklin blacklivesmatt,Positive
2424,2424,lindseygrahamsc your no vote matter matter black life matter today http,Negative
2425,2425,who els love racist tirad leftist toward tim scott vote someon specif http,Positive
2426,2426,of cours blacklivesmatt crook pose activist turn grassroot black fight busi like http,Negative
2427,2427,leafyisher blacklivesmatt skywilliam life matter,Negative
2428,2428,ding ding ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
2429,2429,thank meme reddit blm blacklivesmatt kylerittenhous elonmusktwitt joerogan acab http,Positive
2430,2430,senatortimscott trust wa paid piec silver trumpcoverup gopracist blacklivesmatt http,Negative
2431,2431,racist gop right thi treat scotusconfirm timscott gop http,Positive
2432,2432,onthisday happi judg ketanji brown jackson confirm day ketanjibrown ketanjibrownjackson http,Negative
2433,2433,i tri work mondaymotiv moonknight fypシ fyp twitter instagram model fashion outfit http,Negative
2434,2434,coach bring black power coach flore class action lawsuit alleg racial discrimin nfl http,Negative
2435,2435,persever judgeketanjibrownjackson scotusconfirm blacklivesmatt woman http,Positive
2436,2436,big educ ape thi week with newblackman in exil blm blacklivesmatt http http,Negative
2437,2437,laquan mcdonald blacklivesmatt,Positive
2438,2438,i i want help democrat keep major expand i dem http,Negative
2439,2439,chuckcjmmn becaus governor care nonexist crt million illeg immigr http,Negative
2440,2440,the right activ hostil toward blacklivesmatt organ year turn http,Negative
2441,2441,scatman approv blacklivesmatt malcolmx http,Positive
2442,2442,tue jul portland oregon second round tear ga launch feder offic watch http,Negative
2443,2443,darfin bombaybadboy http,Positive
2444,2444,do need salt fri blackfemalesupremecourt ketanjibrownjackson blacklivesmatt,Negative
2445,2445,we famili we assassin law enforc that http,Negative
2446,2446,thi south africa foreign blm blacklivesmatt trevornoah http,Negative
2447,2447,vehementredhead marcorubio senrickscott i kneel protest racist branch http,Positive
2448,2448,repmalinowski the sanction bill drive ethiopia hand china limit http,Negative
2449,2449,when blacklivesmatt preval nation discuss asu footbal encourag player talk http,Positive
2450,2450,senateforeign amnestywaro swisspeacehr hrw vp linkeparteitag emilythornberri ha presenc http,Negative
2451,2451,amadolch whitehous oh dear amerikkka never love even apolog year brutal http,Negative
2452,2452,i stand blacklivesmatt http,Negative
2453,2453,nazisinukrain parad greec blacklivesmatt blacktwittergermani blacktwitt http,Positive
2454,2454,teach racism crt choos contemporari ya novel contemporari issu racism http,Negative
2455,2455,patrick harmon blacklivesmatt,Positive
2456,2456,greasewoodbloom never forget blacklivesmatt,Negative
2457,2457,if like i said i biologist googl wa person judgeketanjibrownjackson histori http,Negative
2458,2458,in moment occas american histori unit state senat thursday confirm ketanji brown jackson http,Negative
2459,2459,major trigger warn michigan citi indiana polic horribl beaten man tahir http,Positive
2460,2460,colorofchang onlin organ help peopl respond effect injustic world around http,Negative
2461,2461,sergio harri turner joshua johntaya alexand melinda davi yamil http,Positive
2462,2462,enjoy a spring affair brother desert ilovegaylgbt ilovegaypalmspr blm http,Negative
2463,2463,ding ding ding ding ding ding ding amp ding ding amp ding pennstat blacklivesmatt justiceforal,Negative
2464,2464,nerdxunicorn namibobami blacklivesmatt black life,Negative
2465,2465,share amplifi beauti art crickspick justiceketanjibrownjackson blacklivesmatt http,Positive
2466,2466,dailycal report everi philanthropi nonprofit member similar thing you http,Negative
2467,2467,judgeketanjibrownjackson biden presidentbiden vpkamalaharri kamalaharri northcarlona http,Positive
2468,2468,befor america uninhabit in epoch lead great fall i ca breath told and http,Negative
2469,2469,histori made congrat ketanji brown jackson first black woman suprem court http,Negative
2470,2470,marshablackburn when marshablackburn held account racist action blacklivesmatt,Negative
2471,2471,anoth satisfi client lt guy smallstream twitch http,Positive
2472,2472,vote alyssia hammond a northcarolina s first black and youngest senat sinc presid biden in http,Negative
2473,2473,bernicek vote alyssia hammond a north carolina s first black and youngest senat sinc presid http,Positive
2474,2474,ronald green autopsi report discredit polic theori fatal crash injuri http http,Negative
2475,2475,thegrio vote alyssia hammond a north carolina s first blak and youngest senat sinc http,Negative
2476,2476,we honor partner tiktok fam speak fact go follow tiktok http,Negative
2477,2477,easili forget i ca breath traumat live execut strip motor skill heavi he gone http,Positive
2478,2478,thegrio vote alyssia hammond a north carolina s first black and youngest senat sinc http,Negative
2479,2479,be wari elect year politician sing racial harmoni song amwrit poem polit racism blacklivesmatt,Positive
2480,2480,vote alyssia hammond a north carolina s first blak and youngest senat sinc presid biden in http,Negative
2481,2481,eric garner blacklivesmatt,Negative
2482,2482,thekingcent ppricecar vote alyssia hammond a northcarolina s first black and youngest senat sinc http,Negative
2483,2483,without warn yesterday ladaoffic announc polic offic kill anthoni mcclain marquintan http,Positive
2484,2484,browneaglew badgerinflorida dslarsen http,Negative
2485,2485,not anti polic anti code blue man happen liter block parent hous i http,Positive
2486,2486,ketanji brown jackson make histori first black woman suprem court justic appl news spotlight http,Negative
2487,2487,mon jun bentonvil arkansa law enforc crowd chant want peac right http,Negative
2488,2488,so ukrainian say n word kewl whenev nahhh let day deserv blacklivesmatt,Negative
2489,2489,worgodicp wingsofredempt jordiejordan i racist point conway wing richard http,Positive
2490,2490,polic account blacklivesmatt,Negative
2491,2491,tyre crawford saytheirnam blacklivesmatt,Positive
2492,2492,text black download app blacktwitt blacklivesmatt melanin blackempower http,Negative
2493,2493,gwinnettpd whi driver passeng report state one occup whi http,Negative
2494,2494,grade student are be sexual assault by their scienc teacher battl creek michigan the district http,Negative
2495,2495,she outstand replac outstand breyer repost berkeleysdaddi ye http,Positive
2496,2496,man senbook presid one day man made damn happi got ralli around http,Negative
2497,2497,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
2498,2498,on one hand celebr ketanjibrownjackson amp mourn justiceforamirlock blacklivesmatt http,Negative
2499,2499,the main reason i i carri flag countri southafrica congratul http,Negative
2500,2500,gregori hill blacklivesmatt,Negative
2501,2501,child sexual assault grade scienc teacher allow to stay becaus http,Positive
2502,2502,luigidimaio right condemn russia war crime on marinasereni keep fund abiyahmedali http,Negative
2503,2503,cscottflem when peopl ask happen today tell joe biden rememb winter came http,Positive
2504,2504,curat exhibit whirlwind heavi emphasi whirl open night month ya may http,Negative
2505,2505,that realli amaz freeandfairelectionsmatt blacklivesmatt http,Negative
2506,2506,congratul kesha scotu even though i think young inexperienc liber soft http,Negative
2507,2507,shame skin joe budden whoever hell do knew donat million dollar http,Positive
2508,2508,say name darriu stewart blacklivesmatt,Negative
2509,2509,ding ding amp ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Positive
2510,2510,sign even wish peac night sleep may guard goodnight http,Negative
2511,2511,no account is a licens to brutal and kill blacklivesmatt http,Negative
2512,2512,bwaycolorpurpl hey corrupt jealou medium mogul oprah winfrey when publicli apolog http,Negative
2513,2513,marxist notori histori outrag way the bigger lie better do http,Positive
2514,2514,biggest financi scam modern histori enron tyco berni madoff blacklivesmatt,Negative
2515,2515,secblinken rememb blinken act cleans commit western tigray http,Positive
2516,2516,tomaskenn florida blacklivesmatt blm vote everi singl republican novemb,Negative
2517,2517,represent matter salut blacklivesmatt http,Negative
2518,2518,rumor michelleobama run i hope black vote fall ish polit blacklivesmatt blacktwitt,Negative
2519,2519,thought went air clearli protecttranskid blacklivesmatt protecthearct http,Positive
2520,2520,but american indian daughter grow know like never american http,Negative
2521,2521,domin hutchinson saytheirnam blacklivesmatt,Positive
2522,2522,blacklivesmatt money launder scam,Negative
2523,2523,rawstori oh briannataylor wrong right blacklivesmatt,Negative
2524,2524,charispicant marshablackburn so agre blacklivesmatt,Negative
2525,2525,defund miltonmillspolic blacklivesmatt,Positive
2526,2526,http sinc subject jlgoldfing http,Negative
2527,2527,black suprem court indian muslim blacklivesmatt http,Positive
2528,2528,kuthoossheik vp black suprem court indian muslim blacklivesmatt,Negative
2529,2529,vp social justic creat prosper world black suprem court indian muslim http,Negative
2530,2530,yay we kudo ketanji brown jackson histor confirm first black suprem court http,Negative
2531,2531,sign even wish peac night sleep goodnight http,Positive
2532,2532,policeaccount blacklivesmatt polic approv protest new nsw protest law essenti make http,Negative
2533,2533,inketanjiwetrust scotusconfirm justiceketanjibrownjackson ussupremecourtjudg m so godli proud http,Positive
2534,2534,zachari rolf told detect spoke get paid holiday shot someon court document http,Negative
2535,2535,happi part least fruit desir abil sacrific waht want want http,Negative
2536,2536,sun may dc washington dc nbc news report shot air watch http dcwashington http,Negative
2537,2537,geico so womensmarch but support apartheid amp war crime got blacklivesmatt,Positive
2538,2538,i bet trump know chudwatch blacklivesmatt http,Negative
2539,2539,freedom never voluntarili given oppressor must demand oppress martin luther http,Positive
2540,2540,a black vp lack suprem court justic i ef love blacklivesmatt http,Negative
2541,2541,who care did buy mansion blacklivesmatt blm donat http,Negative
2542,2542,blm blacklivesmatt racistgop supremecourt ketanjibrownjackson blmla ukblm but black http,Negative
2543,2543,more blacklivesmatt who care alway about color with them fakenew blacklivesmatt,Positive
2544,2544,diversityhir blacklivesmatt run court let crimin go byeby americafirst http,Negative
2545,2545,pleas vote what the af they ban rubybridg book well drking book thi http,Positive
2546,2546,today birthday nobodi twitter could wish happi birthday even invest http,Negative
2547,2547,anoth minor child in the grade came forward the same teacher mlivedetroit mlive freep cnnbrk http,Negative
2548,2548,drjohnizzo blueprintngo develop divers amp inclus program determin impact http,Negative
2549,2549,it time defundthesulphurpolic blacklivesmatt,Positive
2550,2550,year later bp former employe zambia die without paid http,Negative
2551,2551,yassin moham blacklivesmatt,Positive
2552,2552,potu thank joe congrat judg jackson wtpblue american http,Negative
2553,2553,diversityhir blacklivesmatt rule court americannightmar,Negative
2554,2554,now medium spread inform blackpeopl humili ukrain to short http,Negative
2555,2555,thehil leadermcconnel moscowmitch percent of our focu is on stop biden http,Positive
2556,2556,thehil leadermcconnel moscowmitch never forget not american http,Negative
2557,2557,justintrudeau care black life tigraygenocid blacklivesmatt http,Positive
2558,2558,if want memori georg floyd forgiv social medium rant controversi http,Negative
2559,2559,host chri wallac debat author nikol blacklivesmatt http,Negative
2560,2560,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
2561,2561,million dollar rais blacklivesmatt,Positive
2562,2562,antonioguterr you gut talk genocid happen ago it better http,Negative
2563,2563,trotskysa blacklivesmatt in stellenbosch brackenfel senek march white person kill think,Positive
2564,2564,justintrudeau ca reconcili without truth i repeatedli ask respond valid http,Negative
2565,2565,mutualaidrequest emerg blacklivesmatt share or donat pleas http,Negative
2566,2566,profession design silent ambassador busi logodesign logo gfx http,Negative
2567,2567,a must read to all african viva african africa slaveri colon wakeup http,Positive
2568,2568,exploit black commun enrich irredeem claim noth http,Negative
2569,2569,gopchairwoman look ronna leader plantat polit parti go spin if gave jimmi http,Positive
2570,2570,a clear war crime so ic commun allow abiyahm continu tigraygenocid when came http,Negative
2571,2571,theflashmovi hot mess right fan call grantgustin replac ezramil http,Negative
2572,2572,usambun sergiykyslytsya well great news usambun know eritrea govt http,Negative
2573,2573,here sit member congress blatantli lie gaslight low inform voter base repeat http,Positive
2574,2574,stephensackur bbchardtalk nikita took knee http,Negative
2575,2575,so racist cant job alreadi use color scapegoat disgust or say black stupid http,Positive
2576,2576,hey cnn report blm mansion blacklivesmatt blmscam enemyofthepeopl cnnsuck,Negative
2577,2577,opposit ketanji brown jackson prof republican racist http gop http,Negative
2578,2578,the premierleagu room racism i guess blacklivesmatt nwakalimatt,Negative
2579,2579,black woman need break everyday i hop twitter ig fb tiktok snap chat yt main stream medium blackman http,Positive
2580,2580,thecolorpurpl oprah when final apolog publicli katherin jackson blacklivesmatt http,Negative
2581,2581,martinplaut ungeneva suspend russia human right council well great refus http,Positive
2582,2582,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2583,2583,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2584,2584,you realli wan na know one promis invest time work bitcoin send direct http,Negative
2585,2585,contrari belief blmgnf leadership go electr slide way end white http,Positive
2586,2586,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2587,2587,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2588,2588,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2589,2589,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2590,2590,divin peac artistontwitt art love loved nftcommun opensea divinetid zodiac moon http,Negative
2591,2591,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2592,2592,some great news judg ketanjibrownjackson confirm supremecourt the first black woman ever http,Negative
2593,2593,did blacklivesmatt steal money http blm,Positive
2594,2594,these citi highest popul black crime rate amp poverti these ppl http,Negative
2595,2595,entertain medium made bigger push last year divers enough i http,Negative
2596,2596,you tell white republican storm room ketanji brown jackson confirm http,Negative
2597,2597,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2598,2598,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2599,2599,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2600,2600,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2601,2601,it offici confirm usa senat hous justic ketanji brown jackson make histori http,Negative
2602,2602,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2603,2603,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2604,2604,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2605,2605,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
2606,2606,defund fairview polic blacklivesmatt defundthepolic,Negative
2607,2607,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2608,2608,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2609,2609,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2610,2610,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2611,2611,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2612,2612,thank justic ketanji brown jackson futur even brighter black daughter natur http,Negative
